ASV,MannWU_stat,p_value,Local_right_colon_pos_mean,Local_right_colon_neg_mean,Local_right_colon_pooled_stdev,Local_right_colon_cohens_d,Local_right_colon_cliffs_delta
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Rikenellaceae_Rikenellaceae-RC9-gut-group_NA.48,6475.0,0.9613684812679535,0.006132598226957712,0.0020261745981837494,0.01463251085979497,0.28063697803614696,-0.003875968992248062
Bacteria_Verrucomicrobiota_Verrucomicrobiae_Verrucomicrobiales_Akkermansiaceae_Akkermansia_muciniphila.2,6424.5,0.962535726993853,0.008811804916017954,0.00815843705765866,0.025159447764872216,0.02596908582673782,0.003953488372093023
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_Intestinimonas_NA.7,6429.5,0.9647580634679995,0.0005038011483596519,0.0005814238711563368,0.0010455209961197796,-0.07424310280210963,0.003178294573643411
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_NA_NA.13,6426.0,0.9655694992579665,0.003104112005543433,0.003191917901781502,0.003330642840788267,-0.026363047746448893,0.0037209302325581397
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_intestinalis.3,6437.0,0.969135790915165,0.00022176595101616953,0.0003007193426725794,0.0011022509029934321,-0.07162923744674884,0.0020155038759689923
Bacteria_Firmicutes_Clostridia_Lachnospirales_Lachnospiraceae_Eubacterium-eligens-group_NA.13,6431.0,0.972906005678049,0.004356132582060802,0.004623401347701164,0.004770127835356342,-0.056029686177246095,0.002945736434108527
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_UCG-003_NA.8,6435.0,0.9730539259394553,0.0003885345347216447,0.0003510680326647427,0.0007917071332179343,0.04732368888053015,0.002325581395348837
Bacteria_Firmicutes_Clostridia_Oscillospirales_UCG-010_NA_NA.18,6464.0,0.974911640614088,0.0006908301809040951,0.0005851845492543784,0.0016149615689542355,0.06541680847435105,-0.0021705426356589145
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Prevotellaceae_Paraprevotella_NA.1,6440.0,0.9781981160410727,0.0006696011795737811,0.00047392911839682885,0.0027627536587066033,0.07082501205285059,0.0015503875968992248
Bacteria_Firmicutes_Clostridia_Christensenellales_Christensenellaceae_Christensenellaceae-R-7-group_NA.165,6462.5,0.9797769213388791,0.0012746983949887783,0.000650349621400696,0.002918244464128808,0.2139467002379703,-0.001937984496124031
Bacteria_Firmicutes_Clostridia_Oscillospirales_Oscillospiraceae_Oscillibacter_NA.3,6460.5,0.9853085269302976,0.0014615813559154416,0.0016779583279930195,0.0015507634813759206,-0.13952931873634047,-0.0016279069767441861
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_CAG-352_NA.6,6457.5,0.9874754911748194,0.0006522159634614293,0.0006363308522323431,0.0015275711746564862,0.010398933609531043,-0.0011627906976744186
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NA.286,6442.5,0.9889949970493785,0.004179123453083166,0.003374892640062806,0.012554186903008153,0.06406076468621441,0.0011627906976744186
Bacteria_Firmicutes_Clostridia_Oscillospirales_Ruminococcaceae_Ruminococcus_bromii.1,6443.0,0.9901588765898858,0.0019552305352611306,0.0015817288003692096,0.004059872001226259,0.09199840161933853,0.0010852713178294573
Bacteria_Bacteroidota_Bacteroidia_Bacteroidales_Tannerellaceae_Parabacteroides_distasonis.10,6454.0,0.9934015386912554,0.0008199824260799934,0.00047483496536432406,0.0029017436313942616,0.11894484991075144,-0.00062015503875969
